SAE_DNN,SAE_simu,SAE_Sherzer,REM_DNN,REM_simu,REM_whitt,REM_Sherzer,sample_index,queue_type,epoch,rho,K
0.02789164643986898,0.01581445749568563,0.0022185686458509957,5.190382665763892e-05,0.023424496132082924,0.0158363450830273,0.006744585998249274,1,continuous,1,0.27,2
0.019605065372022182,0.013104028428457775,0.0054440050791830195,0.007884045570033141,0.012674306608594497,0.005358567398430003,0.01180957797930534,2,continuous,1,0.27,2
0.16253539426973826,0.01538804875124097,0.005508805681332779,0.8542256838915792,0.003664236239314515,1.192580004759198,0.025411764814324975,3,continuous,1,0.27,2
0.011463253175620466,0.007840864174735071,0.012350669210886785,0.007247742308835609,0.002542056025752583,0.08836662625440596,0.0045186445758023976,1,continuous,1,0.66,2
0.03087139545169164,0.026544655318059163,0.019347258210546878,0.015993855021190335,0.030502136211352015,0.16689329405352812,0.009345946047882374,2,continuous,1,0.66,2
0.028381875060922726,0.00847779602479214,0.06139439323279554,0.032908570173721806,0.0014529980874735682,0.13985448644323187,0.037034884357829846,3,continuous,1,0.66,2
0.03511046622860257,0.233081067387986,0.03530740596265012,0.017182663901614673,0.09446877423809825,0.8431988163106461,0.004114250924859653,1,continuous,1,0.95,2
0.10776319120677498,0.4271987075267949,0.02422560016627414,0.11893577975243766,0.6470087642672087,0.7971296826035331,0.01000933720332203,2,continuous,1,0.95,2
0.08501293582821903,0.3149519446645191,0.073313484002171,0.06467786912378758,0.41360056879279306,0.8811884695375252,0.06671386370455759,3,continuous,1,0.95,2
