SAE_DNN,SAE_simu,REM_DNN,REM_simu,REM_whitt,sample_index,queue_type,epoch,rho,K
0.04263621060243522,0.025447043186264253,0.09707101090341448,0.03337909426949685,0.033031338945951894,1,mixed,1,0.27,2
0.03461805942614231,0.0057518961353493795,0.05075148000938704,0.00101607624312967,0.0077051793195109155,2,mixed,1,0.27,2
0.02865374569284321,0.01588082734232845,0.06408599949466429,0.015321649413469416,0.023699085587213786,3,mixed,1,0.27,2
0.12480447121288926,0.0389141226710105,0.16384925188690203,0.038394300468225194,0.34159951592743915,1,mixed,1,0.66,2
0.33285437317719035,0.027945779314049738,0.5311475353625738,0.022773442366243787,0.5623183120103409,2,mixed,1,0.66,2
0.25107657909843567,0.09611377139044777,0.4362086451161588,0.12489609036001796,0.5426173063473297,3,mixed,1,0.66,2
0.5800071324426147,0.18535766050320085,0.5956727008075062,0.18494100305275338,0.8754900352651376,1,mixed,1,0.95,2
0.8837825787108108,0.16004664020977402,0.7544853576723906,0.21018652886279895,0.8721206775813733,2,mixed,1,0.95,2
0.25769935741747363,0.2331380116676163,0.35238388353243033,0.16719908940160907,0.8275356600828689,3,mixed,1,0.95,2
