x,pdf_0,pdf_1,pdf_2,pdf_3,pdf_4,pdf_5,pdf_6,pdf_7,pdf_8,pdf_9,pdf_0,pdf_1,pdf_2,pdf_3,pdf_4,pdf_5,pdf_6,pdf_7,pdf_8,pdf_9,pdf_0,pdf_1,pdf_2,pdf_3,pdf_4,pdf_5,pdf_6,pdf_7,pdf_8,pdf_9,pdf_0,pdf_1,pdf_2,pdf_3,pdf_4,pdf_5,pdf_6,pdf_7,pdf_8,pdf_9,pdf_0,pdf_1,pdf_2,pdf_3,pdf_4,pdf_5,pdf_6,pdf_7,pdf_8,pdf_9,pdf_0,pdf_1,pdf_2,pdf_3,pdf_4,pdf_5,pdf_6,pdf_7,pdf_8,pdf_9,pdf_0,pdf_1,pdf_2,pdf_3,pdf_4,pdf_5,pdf_6,pdf_7,pdf_8,pdf_9,pdf_0,pdf_1,pdf_2,pdf_3,pdf_4,pdf_5,pdf_6,pdf_7,pdf_8,pdf_9,pdf_0,pdf_1,pdf_2,pdf_3,pdf_4,pdf_5,pdf_6,pdf_7,pdf_8,pdf_9,pdf_0,pdf_1,pdf_2,pdf_3,pdf_4,pdf_5,pdf_6,pdf_7,pdf_8,pdf_9
0.27,0.0669452546396707,0.5381903365570319,0.0083049980382414,0.8757788726071358,0.1236895246610559,0.0141226352768269,0.2851950392008252,0.7532686923988428,1.2701881670203562e-05,0.7189635557432303,0.7633794943368531,0.1451590243141058,0.0626064203726461,0.7956527411233417,0.0048630251871043,0.8773148741171312,0.7434349667569566,0.5979385372911586,0.0016504712953681,1.0394823510480005,0.0669452546396706,0.6632897250382256,0.7678888483366665,0.5777102554737105,0.7633794943368531,0.0669452546396704,0.002837384254231,0.18629785638205,0.3516578630661654,0.7623372424993451,0.0098815481289295,0.0669452546396707,1.0502596055378988,0.0008063550996022,0.0016504712953681,0.6564466102595004,0.0048630251871042,0.4609278456094587,0.5057796049851966,0.6600662426179539,0.0894426603461231,0.0680256703318672,0.8348374848026987,0.7757408829175378,0.7398952988834657,0.7842939992284426,0.6293681125639085,0.0669452546396707,0.4464297979073002,0.0924922354976801,0.709316559201234,0.0742302652548334,1.3754446092812431,0.0401568490128187,0.3730376257176027,0.7836500052273383,0.7633794943368531,0.1739623960947955,0.6072110737782861,0.1245134552548427,0.77429772915189,0.0010651907485738,4.0158319782722434e-08,0.0016504712953681,0.7216982070754484,0.359935990775354,0.1096562157732018,1.6226994365776856e-12,0.7600741837871919,0.75848873182257,0.6576023885102164,0.0048630251871043,0.801764679445053,0.0083049980382414,0.0238911240761492,0.4402810975968529,0.0669452546396704,0.8313728577284158,0.566889058038649,0.7484147940391273,0.2763789913067568,0.7590923155004509,0.0085202817380496,0.6618809567284792,4.234903299220716e-05,1.775662467737013,0.333017204305908,0.7633794943368531,0.7003592489892362,0.0109080147525488,0.0407332478890818,0.5781330338265577,0.7633794943368531,0.2497017795788205,0.2851950392008252,0.5451734913699499,0.0048630251871043,0.0048630251871043,0.8102822539571601,0.7617425293569885
0.28,0.0776398677932528,0.5380349136640081,0.0107031056665054,0.8523595038190155,0.1303201989416662,0.017726977761377,0.305599746200105,0.7452977448753932,1.316630732244141e-05,0.7096486477672315,0.7557837414557255,0.1506623642244789,0.0711382889191063,0.7854910659626341,0.0064346972762421,0.8631826901881887,0.7334013767454409,0.587225693988412,0.0023021426008976,0.991544324578274,0.0776398677932526,0.6565219746632727,0.756462663613457,0.5721637066372782,0.7557837414557255,0.0776398677932524,0.0038547043850713,0.1854442858919721,0.3365632513247444,0.754898764437911,0.0105195256053521,0.0776398677932528,1.0446258614434216,0.0009924447033229,0.0023021426008976,0.6473037394305943,0.006434697276242,0.4574774161049017,0.5002160673601089,0.6540223468385616,0.0886968013601584,0.0737599085045468,0.8190186029146377,0.7689341881767813,0.7296467138999577,0.7756887136513665,0.6397541515106724,0.0776398677932529,0.462503136424594,0.0811944535142301,0.7009927234417921,0.0762994710207664,1.2909351491409975,0.0478162968973151,0.3696560347110185,0.7726054841032204,0.7557837414557255,0.1731938286035205,0.6367369766657633,0.1275307658609935,0.7669714311452825,0.0011747537945447,4.164288334522929e-08,0.0023021426008975,0.7156980363881477,0.3297714504935025,0.1259212023742086,2.302554769525177e-12,0.7530988620282858,0.7501384888644596,0.651593833996794,0.006434697276242,0.7858585833662189,0.0107031056665054,0.0292081612696841,0.4580775797899167,0.0776398677932524,0.8406067264927264,0.5601533319119718,0.7399794503357429,0.2895921830842746,0.7475935206550194,0.0065721193969503,0.6547206024250453,4.992536443413482e-05,1.651857955846694,0.3307473187784867,0.7557837414557255,0.671589879021599,0.0119161141430299,0.0463662490929753,0.5599015439097887,0.7557837414557254,0.2461097532472036,0.305599746200105,0.5445131009575618,0.006434697276242,0.006434697276242,0.796861690845932,0.754180081790027
0.29,0.0893560521256452,0.5379124555392341,0.013618744919686,0.8297873343580134,0.1369562786014816,0.0219970757666627,0.3262128838632901,0.737460332556094,1.3630306218214997e-05,0.7006871218763613,0.7482635675785653,0.1553797345878076,0.0803186599043254,0.775493134993341,0.008395613059006,0.8493097250031449,0.7237067702533913,0.5772977787985359,0.0031582794846856,0.9447111031837322,0.0893560521256453,0.6499067909946938,0.7453655904287773,0.5666720447337096,0.7482635675785653,0.0893560521256452,0.005157181236832,0.1845946262498004,0.3226054409148974,0.7475112764284304,0.0111701426305568,0.0893560521256452,1.037775452833794,0.001210615402878,0.0031582794846856,0.6387458559408045,0.0083956130590061,0.4540528159440898,0.4948803921774077,0.6480337919838124,0.0879571622426037,0.0796718692640345,0.803625204674137,0.7621095900034149,0.7197733386312224,0.7671829693918044,0.649482105215866,0.0893560521256454,0.4815614879234977,0.0720030047701385,0.6929944883483166,0.0783263233136817,1.2102036665781992,0.0564302724087539,0.3663093294005559,0.7618117804895639,0.7482635675785653,0.1724286566506026,0.6660804827987742,0.1304701036019664,0.7596473887991273,0.00129063496128,4.3127248413402906e-08,0.0031582794846857,0.7096463651015397,0.3022019213773151,0.1436527725367985,3.2258104679591548e-12,0.7461672752941865,0.7418888261977079,0.6456401800250542,0.0083956130590059,0.7704833326742712,0.013618744919686,0.0353457699860284,0.4756300786480877,0.0893560521256452,0.8498477616015223,0.5537455720760834,0.7317446914062381,0.3026634937407399,0.7364853413478372,0.0050879550525247,0.6476998894614416,5.850917853015041e-05,1.5313179245569342,0.3284947453886225,0.7482635675785653,0.642575625634433,0.0129803005513853,0.0524518768049041,0.5433502490435396,0.7482635675785652,0.2426001302243827,0.3262128838632901,0.5440713453457412,0.008395613059006,0.0083956130590061,0.7837681415881419,0.7466895522393269
0.3,0.1021087359714047,0.5377491023365951,0.0171236862080861,0.8080295485380173,0.1435881961997858,0.0270050393156045,0.3469757321228568,0.7297517495144556,1.4093878650410854e-05,0.6920456323425774,0.7408182206817179,0.159294520660212,0.0901458927187327,0.7656556974105783,0.0108116729912995,0.8356909852110948,0.7143251596949161,0.5680592284125446,0.0042663027439593,0.8991298609347033,0.1021087359714047,0.6434326055999066,0.734583227348215,0.5612347195657175,0.7408182206817179,0.1021087359714045,0.0068019462087994,0.1837488595370011,0.3097517772940192,0.7401778975792903,0.0118328092267066,0.1021087359714047,1.0298241550470353,0.0014644990828537,0.0042663027439593,0.6306981248213739,0.0108116729912994,0.4506538517728341,0.4897359361491727,0.6421000713245942,0.0872236911439899,0.0857510634908694,0.7886441542998374,0.7552744186339437,0.7102468023729946,0.7587755633411799,0.6585739633128315,0.1021087359714047,0.5036946563594891,0.0645038929351367,0.6852819843778977,0.080311408971173,1.1332903527944072,0.0660436984770884,0.362997126623954,0.7512602342187638,0.7408182206817179,0.1716668652345217,0.6950860058152988,0.1333327848866256,0.7523362714972001,0.0014128949239711,4.4611415007136185e-08,0.0042663027439593,0.7035525711879195,0.2770142910022483,0.1628550306671891,4.4658139607293595e-12,0.7392800688854392,0.7337379517282052,0.6397409249652831,0.0108116729912993,0.75561728139582,0.0171236862080861,0.0423679058304808,0.4929040487824898,0.1021087359714045,0.8589867943405705,0.5476618313028612,0.7236962066335628,0.3155729921101247,0.7257477919843758,0.0039624108936697,0.640809563324467,6.817414566575591e-05,1.4150529429783885,0.3262595896518213,0.7408182206817179,0.6136038235682607,0.0140966598050041,0.058993848621918,0.5282967754726434,0.7408182206817178,0.2391734311674674,0.3469757321228568,0.5438348687240481,0.0108116729912994,0.0108116729912995,0.7709924173202175,0.7392707587154281
0.31,0.1159057338302472,0.5374888320703701,0.0212926276196671,0.7870546174938059,0.1502069049286967,0.0328230789772171,0.3678312634292164,0.7221670649652907,1.455702491173702e-05,0.6836948778023926,0.7334469562242892,0.1624028637737603,0.1006146789024571,0.7559755763549357,0.0137537901586688,0.8223215752326644,0.705233088472422,0.5594272675768661,0.005680363805432,0.854917445020959,0.1159057338302474,0.6370890069663103,0.7241018732510998,0.5558511864808207,0.7334469562242892,0.1159057338302472,0.0088523826810822,0.1829069679171394,0.297968507749461,0.7329011532288603,0.012506948782906,0.1159057338302472,1.020880023946246,0.0017578924015593,0.005680363805432,0.623095737384098,0.0137537901586688,0.447280331684363,0.4847542104477209,0.6362206827716602,0.0864963366483727,0.0919868124768307,0.7740627375753389,0.7484353387018031,0.7010413172897049,0.7504653074264978,0.667051102617396,0.1159057338302474,0.5289315404198683,0.0583802939486857,0.6778210035285013,0.0822553077676891,1.06019667987377,0.0766956797994778,0.3597190475397963,0.740942572110862,0.7334469562242892,0.1709084394200344,0.7235985946251116,0.1361201069425807,0.7450470666721388,0.0015415863327082,4.60953831463202e-08,0.005680363805432,0.6974260542329173,0.2540139080693133,0.1835170364041765,6.114123826488727e-12,0.732437833479937,0.7256845723955017,0.6338955717711906,0.0137537901586687,0.7412397088423187,0.0212926276196671,0.0503354560400811,0.5098671583678496,0.1159057338302472,0.8679215132640786,0.541897614573756,0.7158211153132226,0.3283023404929181,0.7153617132984951,0.0031151098778304,0.634041702206307,7.90007634376325e-05,1.3038301693186938,0.3240419709869925,0.7334469562242892,0.5849257235810281,0.0152625060817813,0.0659936239799309,0.5145787158154081,0.7334469562242892,0.2358301704981028,0.3678312634292164,0.5437903080623518,0.0137537901586689,0.0137537901586687,0.7585255855535425,0.7319234768064691
0.32,0.1307476868285961,0.5370900514665523,0.0262023178603175,0.7668322486136321,0.1568038586867764,0.039522501982355,0.3887243204800116,0.7147012853013123,1.501974529472313e-05,0.6756090562161791,0.7261490370736909,0.1647123998608863,0.1117161534821666,0.7464496671013503,0.0172972947335396,0.8091966953355979,0.6964093666568613,0.5513300770751381,0.0074614395071353,0.812164305018849,0.1307476868285961,0.6308666276768609,0.7139084929604816,0.5505209063153411,0.7261490370736909,0.1307476868285959,0.0113778790039354,0.1820689336355022,0.2872220617895611,0.7256830655686684,0.0131919978175492,0.1307476868285961,1.0110438498766918,0.0020947412808699,0.0074614395071353,0.6158825676671891,0.0172972947335396,0.4439320652084873,0.4799128899928558,0.6303951288331423,0.085775047769745,0.0983682989040487,0.7598686481876216,0.7415984057019899,0.6921334279916925,0.7422510284179168,0.6749343027751018,0.1307476868285963,0.5572355714784178,0.0533867899044028,0.6705822194059889,0.0841585924935307,0.9908915328308692,0.0884189460963602,0.3564747175782762,0.7308508875012618,0.7261490370736909,0.1701533643378815,0.7514663888421799,0.1388333480753189,0.7377873280706455,0.0016767540882153,4.7579152850844266e-08,0.0074614395071353,0.6912759085437764,0.2330230207933896,0.2056126534011154,8.284118195596986e-12,0.7256411080306603,0.717727724308718,0.6281036279380289,0.0172972947335395,0.7273307796789068,0.0262023178603175,0.0593053372847854,0.5264893388454708,0.1307476868285959,0.8765569429744654,0.5364479068905442,0.708107817935115,0.3408347137030648,0.7053087955961537,0.0024849147228327,0.6273894970134583,9.107389558419468e-05,1.1982037138325496,0.3218420222572512,0.7261490370736909,0.5567591519088219,0.0164758720295157,0.0734504309254097,0.5020514456973308,0.7261490370736908,0.2325708506201895,0.3887243204800116,0.5439243457978444,0.0172972947335394,0.0172972947335395,0.7463589633439769,0.7246474329732723
0.33,0.1466280874060292,0.536522802314497,0.0319305892654737,0.7473333369596284,0.1633709928026036,0.047172689278474,0.4096017641278619,0.707349473394701,1.5482040091720547e-05,0.6677653991275457,0.7189237334319262,0.1662409098705175,0.1234380316589178,0.7370749352940841,0.0215211970947637,0.7963116397482827,0.6878348359233434,0.5437052447643256,0.0096772708223044,0.770937983998085,0.1466280874060292,0.6247570420023643,0.7039906845458792,0.5452433453389683,0.7189237334319262,0.1466280874060291,0.0144534181399263,0.1812347390187241,0.2774800142469816,0.7185252313157076,0.0138874057443877,0.1466280874060292,1.0004095862600422,0.0024791239067665,0.0096772708223044,0.6090100097296032,0.0215211970947635,0.4406088633008462,0.4751943353726486,0.6246229165724565,0.0850597739484789,0.1048846138308518,0.7460499745092479,0.7347691174929266,0.683501786524835,0.734131567738825,0.6822437615290426,0.1466280874060293,0.5885023817910352,0.049330671921389,0.6635405090917346,0.0860218290330018,0.9253166756583084,0.101239386895171,0.3532637663925234,0.7209776209798289,0.7189237334319262,0.1694016251844962,0.778542838662615,0.141473767923994,0.7305633873881427,0.0018184356108418,4.9062724140595934e-08,0.0096772708223044,0.6851107229703145,0.2138793445189812,0.2291006749278885,1.111514452283824e-11,0.7188903825083796,0.7098666497658538,0.6223646054610974,0.0215211970947629,0.7138715057197101,0.0319305892654737,0.0693296438621041,0.5427428098328932,0.1466280874060291,0.8848057854313993,0.5313072024153578,0.700545862992398,0.3531547215372545,0.6955715875509353,0.0020255098812071,0.6208470679006121,0.0001044815505592,1.0985440455620994,0.319659889211364,0.7189237334319262,0.5292912089864213,0.0177352011163071,0.081361309335395,0.490586178920126,0.7189237334319261,0.229395956420024,0.4096017641278619,0.5442237574007649,0.0215211970947634,0.0215211970947634,0.7344841106349075,0.7174423029335201
0.34,0.1635333822251254,0.5357664737318418,0.0385553199956628,0.7285299185979018,0.1699007053890036,0.0558400735993818,0.4304125942349892,0.700106833942514,1.594390959490245e-05,0.6601437730075344,0.7117703227626097,0.1670149315037701,0.1357647673478786,0.7278484152266034,0.0265073209067955,0.7836617948104667,0.6794921602154811,0.5364984522715353,0.0124021326116929,0.7312862166760841,0.1635333822251254,0.6187526730183538,0.6943366482181895,0.540017975199885,0.7117703227626097,0.1635333822251252,0.0181590034189662,0.1804043664744147,0.2687117816449481,0.711428888079962,0.0145926346422631,0.1635333822251254,0.9890647542221692,0.0029152324168987,0.0124021326116929,0.6024359712681626,0.0265073209067956,0.4373105383322335,0.4705844907969383,0.6189035575665922,0.0843504650477967,0.1115247999145324,0.7325951868099284,0.7279524613308653,0.6751269500966772,0.7261057812783843,0.6889991096172016,0.1635333822251255,0.6225597662543605,0.0460584486242518,0.6566743645085731,0.0878455764417263,0.8633916083918756,0.1151756807933654,0.3500858278104898,0.7113155422650113,0.7117703227626097,0.1686532072217141,0.8046886638647743,0.1440426077139142,0.7233805347120574,0.0019666611029491,5.0546097035460944e-08,0.0124021326116929,0.6789384684620178,0.1964347476962631,0.2539252113099625,1.4777266209795788e-11,0.7121861004981681,0.7021007091692844,0.6166780207946255,0.0265073209067956,0.7008437093749312,0.0385553199956628,0.080454859958243,0.5586020826081977,0.1635333822251252,0.8925886371766669,0.5264695346170036,0.6931258276956896,0.3652483345360591,0.6861334937120189,0.0017020135303602,0.6144093107172948,0.0001193142322713,1.0050657532382936,0.3174957298310261,0.7117703227626097,0.5026809414249778,0.0190391631279468,0.0897211688915462,0.4800682351180246,0.7117703227626097,0.2263059500613154,0.4304125942349892,0.5446754541640518,0.0265073209067956,0.0265073209067955,0.7228928237695915,0.7103077133020224
0.35,0.181443146709958,0.5348079302046894,0.0461533460310469,0.7103951257632336,0.1763858393091699,0.0655871379147246,0.451108046037179,0.6929687721203236,1.640535409626393e-05,0.6527263374264927,0.7046880897187134,0.1670683735238146,0.1486777302100314,0.7187672081651946,0.0323393210912369,0.7712426371604345,0.6713656390922941,0.529662358597376,0.0157164262283093,0.693239675384477,0.1814431467099578,0.6128467084204573,0.6849351567399964,0.5348442728704457,0.7046880897187134,0.1814431467099579,0.0225789247121414,0.1795777984907876,0.2608890951750475,0.7043949709263555,0.0153071590284539,0.181443146709958,0.9770908245735468,0.0034073534570363,0.0157164262283093,0.5961240023883201,0.0323393210912372,0.4340369040780043,0.4660720586575568,0.6132365678647834,0.0836470713502707,0.1182778910898692,0.7194931248834802,0.7211529568654289,0.6669911991516747,0.7181725392065141,0.6952194253079731,0.1814431467099584,0.6591698913515095,0.0434461347138544,0.6499653822922526,0.0896303870231367,0.8050178659138979,0.1302390202876682,0.3469405397873834,0.7018577331415665,0.7046880897187134,0.1679080957764839,0.8297735368392525,0.1465410905057707,0.7162431723991124,0.0021214538048284,5.202927155532332e-08,0.0157164262283093,0.6727664455231402,0.1805540462881885,0.2800163187969038,1.947666494472575e-11,0.7055286616580367,0.6944293188367213,0.6110433948110304,0.0323393210912371,0.6882299886782792,0.0461533460310469,0.0927211476249754,0.5740439451947859,0.1814431467099579,0.8998340957029576,0.521928507133118,0.6858392111402931,0.377102812911066,0.6769787632882274,0.0014883794002161,0.6080717682936798,0.0001356645544105,0.9178532143894432,0.3153497135897984,0.7046880897187134,0.4770619381836554,0.0203865444305464,0.098522860141122,0.4703954966970629,0.7046880897187133,0.2233012660846013,0.451108046037179,0.5452665215425657,0.0323393210912372,0.0323393210912371,0.7115771291686638,0.7032432451911964
0.36,0.2003303242090817,0.5336399812647659,0.0547993444542585,0.6929031437862635,0.1828196647364369,0.0764714524847568,0.4716416643871178,0.6859309314905417,1.686637388762208e-05,0.6454972514324047,0.697676326071031,0.1664411661157079,0.1621553979788468,0.7098284807151783,0.039101604725126,0.7590497319579214,0.6634410411165718,0.5231556487791872,0.0197060919219313,0.6568144005915957,0.2003303242090818,0.6070330242747868,0.6757755272782,0.5297217205934057,0.697676326071031,0.2003303242090814,0.0278008740246075,0.1787550176362912,0.2539862875405982,0.6974241604741453,0.0160304656355819,0.2003303242090817,0.9645635783882373,0.0039598477913187,0.0197060919219313,0.5900425412517178,0.0391016047251258,0.4307877757075603,0.4616478782002165,0.6076214679475586,0.0829495435543511,0.1251329489114036,0.7067329860766771,0.7143746954725196,0.659078373665825,0.7103307257912785,0.7009232485823589,0.2003303242090818,0.698033606424577,0.0413922542016219,0.6433978223791216,0.0913768064041447,0.7500828048231329,0.1464329315673715,0.3438275443586481,0.6925975713951199,0.697676326071031,0.1671662762405805,0.8536774834827947,0.1489704214416467,0.7091549463209298,0.0022828302442835,5.351224772006528e-08,0.0197060919219313,0.6666012717860642,0.16611389753615,0.3072908451824315,2.5461757063401886e-11,0.698918424047509,0.6868519079560832,0.6054602527605486,0.0391016047251257,0.6760136838263964,0.0547993444542585,0.106161720016455,0.5890474317603637,0.2003303242090814,0.9064787678321856,0.5176773250877572,0.6786783386258146,0.3887066385166571,0.6680924722841248,0.0013654041150919,0.6018305225379791,0.0001536269758554,0.836883917316517,0.313222020630074,0.697676326071031,0.4525448156033527,0.0217761834882422,0.1077572570207307,0.4614770343865129,0.697676326071031,0.2203823068179301,0.4716416643871178,0.5459842533489417,0.0391016047251259,0.0391016047251259,0.7005292771687683,0.6962484388720964
0.37,0.2201615225329841,0.5322601318273094,0.0645647097778406,0.6760291697138701,0.1891958622899711,0.0885447672496399,0.4919693580674248,0.6789892159888585,1.7326969260616148e-05,0.6384424208820498,0.6907343306373547,0.1651779735717854,0.1761735610652476,0.7010294632286188,0.0468781753961961,0.7470787311420609,0.6557054549866141,0.5169422213313745,0.0244618432953864,0.622013949087205,0.2201615225329836,0.6013061160000223,0.6668475946293632,0.524649805828694,0.6907343306373547,0.2201615225329841,0.0339149238878993,0.1779360065592405,0.2479804257557319,0.6905169237224384,0.0167620531920284,0.2201615225329841,0.9515534473585608,0.0045771291519655,0.0244618432953864,0.5841642608167988,0.046878175396196,0.4275629697739148,0.4573044553432248,0.6020577826861658,0.0822578327709227,0.1320790957571153,0.694304313706959,0.7076213762578231,0.6513737257606185,0.7025792392186477,0.7061285949711306,0.2201615225329838,0.7387966294222046,0.0398127768138885,0.6369582266202636,0.0930853736100015,0.6984629214845088,0.1637531871681673,0.3407464875934801,0.6835287156810924,0.6907343306373547,0.1664277340703174,0.8762920033962097,0.1513317879878484,0.7021188578253069,0.0024508004800089,5.49950255495673e-08,0.0244618432953862,0.6604488957344998,0.153001784794009,0.3356534643570962,3.3030094473347595e-11,0.6923557063334759,0.6793678896258051,0.5999281242312349,0.0468781753961958,0.6641788451648791,0.0645647097778406,0.1208023073033889,0.603593778759381,0.2201615225329841,0.9124671924520747,0.5137088266317533,0.6716362759633978,0.4000494497494195,0.6594605006657973,0.0013191985896877,0.5956821040648111,0.0001732975914956,0.7620493263878431,0.3111128408648844,0.6907343306373547,0.4292195670204691,0.0232069336854257,0.1174133492742525,0.4532318829883432,0.6907343306373546,0.2175494381032749,0.4919693580674248,0.5468161820955171,0.046878175396196,0.0468781753961961,0.6897417360183842,0.6893227988856686
0.38,0.2408973605136724,0.5306695630409899,0.0755164447708281,0.6597493725561827,0.1955085067291488,0.1018521745016624,0.5120494361959224,0.6721397998694483,1.7787140506707568e-05,0.6315492806154406,0.6838614092123558,0.1633269890710033,0.1907055366167028,0.6923674482524501,0.0557514233906694,0.7353253717236777,0.6481471564051504,0.5109904926900194,0.0300782313476536,0.5888312896459074,0.2408973605136725,0.5956610359342117,0.6581416857515071,0.5196280212007223,0.6838614092123558,0.240897360513672,0.0410123858579642,0.1771207479874522,0.2428513176064204,0.683673548644507,0.0175014322058078,0.2408973605136724,0.9381258350375148,0.0052636425128149,0.0300782313476536,0.5784655030382783,0.0557514233906688,0.4243623042033346,0.4530356048586297,0.596545041302369,0.0815718905198893,0.1391055450812517,0.6821969858563158,0.7008963390283919,0.6438637869407902,0.6949169914146034,0.7108529690550618,0.2408973605136725,0.7810573145259652,0.0386374231194722,0.6306350897310027,0.094756621138357,0.6500267418438754,0.1821878080754349,0.3376970195488775,0.6746450912695947,0.6838614092123558,0.1656924547862627,0.8975209171426044,0.1536263601745971,0.6951373592617492,0.0026253683388932,5.6477605063708036e-08,0.0300782313476536,0.6543146267854097,0.1411150858546023,0.3649978699042723,4.25361084049356e-11,0.6858407898802376,0.6719766421960617,0.5944465431093279,0.0557514233906687,0.6527102025583313,0.0755164447708281,0.136660720585014,0.6176663699891222,0.240897360513672,0.9177516893294976,0.5100155144987271,0.664706752727463,0.4111219792623757,0.6510695059086279,0.0013400149139879,0.5896234166330214,0.0001947739483418,0.6931732896942494,0.3090223730117027,0.6838614092123558,0.4071577614941937,0.0246776425618348,0.1274783432619183,0.4455879509211035,0.6838614092123558,0.2148029853409865,0.5120494361959224,0.5477501057550505,0.055751423390669,0.055751423390669,0.6792071860269819,0.6824657992026212
0.39,0.2624928572561117,0.5288723024082304,0.0877160864204297,0.6440408550962785,0.2017520511898672,0.1164313547950699,0.5318426285891482,0.6653791287068048,1.8246887917180117e-05,0.6248066063217601,0.6770568744981647,0.1609388255657625,0.2057223894065889,0.6838397890159695,0.0658008852653431,0.723785474111244,0.6407554889286362,0.5052728005637696,0.0366525507081188,0.5572504730109464,0.2624928572561116,0.59009333689239,0.6496485955392632,0.5146558644462287,0.6770568744981647,0.2624928572561117,0.0491845697833509,0.1763092247278792,0.2385814157474259,0.6768941734589984,0.0182481247518495,0.2624928572561117,0.9243414200196473,0.0060238419679129,0.0366525507081188,0.5729257887453136,0.0658008852653429,0.4211855982850603,0.4488361764417766,0.5910827773286125,0.0808916687267862,0.1462016288946282,0.6704012045291533,0.6942025944991026,0.6365362484424235,0.6873429078695541,0.7151133776361485,0.262492857256112,0.8243756638617176,0.0378069358916893,0.6244185757873795,0.096391075032525,0.6046373214315487,0.2017171507529139,0.3346787942242141,0.6659408766116444,0.6770568744981647,0.1649604239729546,0.917280953412215,0.1558552908326209,0.6882124354960195,0.0028065316473724,5.7959986282364455e-08,0.0366525507081188,0.6482031749309165,0.1303602178448328,0.3952080967663918,5.4399770933553394e-11,0.6793739207302215,0.6646774980844651,0.589015047539977,0.0658008852653426,0.6415931360845877,0.0877160864204297,0.1537465170959092,0.6312506724939216,0.2624928572561117,0.9222921450097872,0.5065895873931939,0.6578840935177626,0.4219159943852683,0.6429068940137268,0.0014213454085759,0.5836516741073311,0.0002181548732299,0.6300280663161889,0.3069508235656614,0.6770568744981647,0.3864145831407435,0.0261871408673978,0.1379377697307619,0.438481048945558,0.6770568744981647,0.2121432298526503,0.5318426285891482,0.5487741111971021,0.0658008852653429,0.065800885265343,0.6689185138637754,0.6756768881789325
0.4,0.2848978568792742,0.526874549261397,0.1012186863916823,0.6288816172011283,0.2079213119465111,0.1323119169105026,0.5513120918040724,0.6587039139080085,1.8706211783139986e-05,0.6182043517474408,0.6703200460356393,0.1580655118042028,0.2211931571341745,0.6754438979566785,0.0771019968680003,0.7124549404698381,0.6335207572542327,0.4997648911010017,0.0442836053476705,0.5272481003513015,0.2848978568792745,0.5845990211704261,0.641359563782297,0.5097328383626474,0.6703200460356393,0.2848978568792739,0.0585214672130152,0.1755014196662493,0.2351556402199184,0.6701788113646459,0.0190016642626383,0.2848978568792742,0.9102564420531616,0.0068621683916203,0.0442836053476705,0.5675273930176414,0.0771019968680001,0.4180326726611036,0.4447018437037898,0.5856705285685504,0.0802171197194198,0.1533568226416964,0.6589074851623092,0.6875428519743759,0.6293798533400851,0.6798559274650329,0.7189263425875543,0.2848978568792745,0.8682832198583366,0.0372710337253479,0.6183002742932011,0.0979892549539641,0.5621543919840606,0.2223140736507479,0.3316914695163337,0.6574104906756167,0.6703200460356393,0.1642316272786192,0.9355020928918394,0.158019715826687,0.6813456734781063,0.0029942824569586,5.944216922541164e-08,0.0442836053476706,0.6421186952768742,0.1206518523605795,0.4261599398098997,6.911624361776473e-11,0.6729553114814794,0.6574697379598954,0.5836331798883284,0.0771019968679996,0.6308136479958365,0.1012186863916823,0.1720607680907026,0.6443341650377296,0.2848978568792739,0.9260557460510384,0.5034229710488485,0.6511631563951714,0.4324242401460497,0.6349607888628487,0.0015592299103517,0.577764348009209,0.0002435403060109,0.5723481042639604,0.3048984057197731,0.6703200460356393,0.3670307079927327,0.0277342374547959,0.1487755971956136,0.4318540250548829,0.6703200460356392,0.2095704055609832,0.5513120918040724,0.5498765945419051,0.0771019968680002,0.0771019968680002,0.6588688070023836,0.6689554931582687
